"﻿http://court.gov.ua/log_documents/24901288/2610/";"Дата та час початку автоматичного розподілу  20.09.2017 11:29:17...";"Єдиний унікальний номер: 761/33146/17";"Номер провадження: 1-кс/761/21102/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000144";;;;;
"http://court.gov.ua/log_documents/24927401/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 14:25:42...";"Єдиний унікальний номер: 761/33294/17";"Номер провадження: 2/761/7250/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24927411/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 10:44:50...";"Єдиний унікальний номер: 761/33295/17";"Номер провадження: 1-кс/761/21177/2017";"Номер провадження слідчих органів: 1/2016/10/010/0015103";;;;;
"http://court.gov.ua/log_documents/24927732/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 11:01:47...";"Єдиний унікальний номер: 761/33298/17";"Номер провадження: 1-кс/761/21180/2017";"Номер провадження слідчих органів: 1/2017/11/003/0003115";;;;;
"http://court.gov.ua/log_documents/24927869/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 14:24:00...";"Єдиний унікальний номер: 761/33299/17";"Номер провадження: 2-а/761/736/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24928036/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 10:59:18...";"Єдиний унікальний номер: 761/33302/17";"Номер провадження: 1-кс/761/21183/2017";"Номер провадження слідчих органів: 1/2017/10/010/0010737";;;;;
"http://court.gov.ua/log_documents/24928121/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 11:02:58...";"Єдиний унікальний номер: 761/33303/17";"Номер провадження: 1-кс/761/21184/2017";"Номер провадження слідчих органів: 1/2017/10/010/0011090";;;;;
"http://court.gov.ua/log_documents/24928144/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 11:01:18...";"Єдиний унікальний номер: 761/33306/17";"Номер провадження: 2/761/7253/2017";"Поєднано зі справою № 761/30644/17[2610-24585880] з типом поєднання Виділено в окреме провадження";;;;;
"http://court.gov.ua/log_documents/24928149/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 14:18:53...";"Єдиний унікальний номер: 761/33305/17";"Номер провадження: 2/761/7252/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24928270/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 11:05:07...";"Єдиний унікальний номер: 761/33307/17";"Номер провадження: 2/761/7254/2017";"Поєднано зі справою № 761/30644/17[2610-24585880] з типом поєднання Виділено в окреме провадження";;;;;
"http://court.gov.ua/log_documents/24928418/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 11:08:41...";"Єдиний унікальний номер: 761/33308/17";"Номер провадження: 2/761/7255/2017";"Поєднано зі справою № 761/30644/17[2610-24585880] з типом поєднання Виділено в окреме провадження";;;;;
"http://court.gov.ua/log_documents/24928485/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 14:14:49...";"Єдиний унікальний номер: 761/33309/17";"Номер провадження: 2/761/7256/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24928552/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 11:12:00...";"Єдиний унікальний номер: 761/33311/17";"Номер провадження: 2/761/7257/2017";"Поєднано зі справою № 761/30644/17[2610-24585880] з типом поєднання Виділено в окреме провадження";;;;;
"http://court.gov.ua/log_documents/24928559/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 11:25:20...";"Єдиний унікальний номер: 761/33310/17";"Номер провадження: 1-м/761/116/2017";"Спеціалізація: Клопотання, заяви, ст.206 КПКУ, в порядку чергування слідчих суддів  відповідно до РЗС від 31.01.2017";;;;;
"http://court.gov.ua/log_documents/24928648/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 11:15:41...";"Єдиний унікальний номер: 761/33313/17";"Номер провадження: 2/761/7259/2017";"Поєднано зі справою № 761/30644/17[2610-24585880] з типом поєднання Виділено в окреме провадження";;;;;
"http://court.gov.ua/log_documents/24928686/2610/";"Дата та час початку автоматичного розподілу  21.09.2017 15:35:01...";"Єдиний унікальний номер: 761/33312/17";"Номер провадження: 2/761/7258/2017";"Спеціалізація: Позовне провадження";;;;;
